Epoch, Loss, Policy Loss, Value Loss, Policy Accuracy, Value MSE
10,4.708932399749756,4.014824390411377,0.689375638961792,0.14710000157356262,0.11718297004699707
20,4.373257160186768,3.6804258823394775,0.6887553930282593,0.20569999516010284,0.11842294782400131
30,4.139956474304199,3.4480605125427246,0.6882776021957397,0.23649999499320984,0.11727182567119598
40,3.9928715229034424,3.3003089427948,0.689266562461853,0.25999999046325684,0.1152467131614685
50,3.757920980453491,3.0664455890655518,0.6884320974349976,0.2973000109195709,0.11826498806476593
60,3.664827346801758,2.974585771560669,0.6874021887779236,0.30140000581741333,0.11696185171604156
70,3.5664877891540527,2.876481771469116,0.6873430013656616,0.32330000400543213,0.11698704957962036
80,3.514348030090332,2.824319362640381,0.6875090003013611,0.3264999985694885,0.11719781160354614
90,3.4298925399780273,2.741758108139038,0.6857391595840454,0.33820000290870667,0.11757098138332367
100,3.411898136138916,2.721705436706543,0.6879016160964966,0.34040001034736633,0.11726641654968262
110,3.3697893619537354,2.6794378757476807,0.6881484389305115,0.34700000286102295,0.1169976070523262
120,3.327951669692993,2.639322280883789,0.6865047812461853,0.3476000130176544,0.11545608192682266
130,3.2974636554718018,2.6097238063812256,0.6856696009635925,0.35350000858306885,0.11715470999479294
140,3.260363817214966,2.571892261505127,0.6864560842514038,0.36419999599456787,0.11721120774745941
150,3.3104312419891357,2.623154401779175,0.685308575630188,0.3544999957084656,0.11596845835447311
160,3.232271432876587,2.544043779373169,0.6863105297088623,0.36399999260902405,0.11519923061132431
170,3.2491607666015625,2.5585639476776123,0.6887130737304688,0.3582000136375427,0.11526288092136383
180,3.2136569023132324,2.5252702236175537,0.686529815196991,0.36340001225471497,0.1174732893705368
190,3.1730849742889404,2.486828088760376,0.6844195127487183,0.3693999946117401,0.11717657744884491
200,3.213705539703369,2.5253803730010986,0.6865065693855286,0.3614000082015991,0.11471758037805557
210,3.191025495529175,2.5032501220703125,0.6859702467918396,0.3702000081539154,0.11675627529621124
220,3.1359312534332275,2.450294256210327,0.6838334202766418,0.37299999594688416,0.11600784957408905
230,3.130139112472534,2.4444220066070557,0.6839260458946228,0.37279999256134033,0.11404675245285034
240,3.1321988105773926,2.4475412368774414,0.6828737258911133,0.3736000061035156,0.1148746982216835
250,3.1122853755950928,2.426731824874878,0.6837733387947083,0.3799999952316284,0.11595948785543442
260,3.151888370513916,2.466869831085205,0.6832366585731506,0.3700999915599823,0.11537954956293106
270,3.118560314178467,2.4334945678710938,0.6832882761955261,0.37610000371932983,0.11286226660013199
280,3.068728446960449,2.385874032974243,0.681069552898407,0.38530001044273376,0.11394448578357697
290,3.1085216999053955,2.4264581203460693,0.680270254611969,0.3765000104904175,0.1137588620185852
300,3.09981632232666,2.4203708171844482,0.6776480674743652,0.3785000145435333,0.1123766377568245
310,3.0746045112609863,2.395285129547119,0.6775075793266296,0.3853999972343445,0.11107448488473892
320,3.061701774597168,2.3836801052093506,0.6761913299560547,0.3874000012874603,0.11042963713407516
330,3.090742588043213,2.4130842685699463,0.6758116483688354,0.37459999322891235,0.10892430692911148
340,3.077989101409912,2.4038286209106445,0.6722987294197083,0.3865000009536743,0.10852794349193573
350,3.056881904602051,2.3874354362487793,0.6675678491592407,0.3804999887943268,0.10755373537540436
360,3.047868251800537,2.3763766288757324,0.6696096658706665,0.3889000117778778,0.10843029618263245
370,3.0509984493255615,2.3837597370147705,0.6653450727462769,0.3847000002861023,0.10835743695497513
380,3.021841287612915,2.3567352294921875,0.6632022261619568,0.3903999924659729,0.10621073096990585
390,3.0413379669189453,2.376389503479004,0.6630404591560364,0.37779998779296875,0.10310477018356323
400,3.0114784240722656,2.345418930053711,0.6641449928283691,0.3856000006198883,0.10546917468309402
410,3.0211451053619385,2.354527473449707,0.6646990776062012,0.38499999046325684,0.10634995996952057
420,3.060232162475586,2.3939905166625977,0.6643193960189819,0.38019999861717224,0.10573668032884598
430,3.0097925662994385,2.3448081016540527,0.6630589962005615,0.38190001249313354,0.10619691014289856
440,3.0497586727142334,2.3859782218933105,0.6618528962135315,0.3833000063896179,0.10459189116954803
450,3.0304832458496094,2.367241382598877,0.6613123416900635,0.3885999917984009,0.10397931933403015
460,3.002103328704834,2.3372511863708496,0.6629230380058289,0.39899998903274536,0.10388445109128952
470,3.0251452922821045,2.3623764514923096,0.660839319229126,0.3873000144958496,0.10427062958478928
480,2.9984452724456787,2.3372724056243896,0.659241795539856,0.3962000012397766,0.10262377560138702
490,2.981886625289917,2.32063889503479,0.6593175530433655,0.39959999918937683,0.10230551660060883
500,3.0036497116088867,2.3398070335388184,0.6619123816490173,0.38179999589920044,0.1050448939204216
